,Label
3779,0
7879,1
7357,1
5532,0
1801,0
2191,0
2484,0
6336,1
57,1
4566,0
2056,0
921,1
7062,0
2223,0
4744,0
4794,0
2048,0
6781,0
8373,0
6697,0
3841,0
748,0
9979,1
7804,0
9993,1
10241,1
5477,0
10114,1
4570,0
7043,0
3574,0
2125,0
9349,1
10569,1
1626,0
10205,1
593,0
8250,1
2002,0
5603,0
2069,0
9002,1
2384,0
5056,0
1977,0
10329,1
3656,1
8319,1
9256,1
7952,1
2666,0
3209,0
7545,0
7056,0
8876,1
30,1
3958,0
5545,0
7621,1
8561,1
7211,0
3608,0
901,0
7812,1
1273,1
1385,1
4099,1
9864,1
10297,1
1401,0
9333,1
5472,0
703,1
7142,0
151,1
10308,1
6378,1
4025,1
6854,0
7836,1
3200,0
10152,1
2079,0
5805,1
1857,0
8082,1
5766,1
2485,0
6486,1
10484,1
7909,1
8490,1
9263,1
9241,1
7743,0
6196,1
8409,1
9420,1
7811,1
914,1
4429,0
8671,1
3258,0
4592,0
4936,1
7972,1
2316,0
523,0
7102,0
9315,1
6709,0
9313,1
8882,1
6801,0
9278,1
5479,0
2273,0
916,1
7761,1
5741,1
9038,1
10235,1
4270,1
9635,1
3219,0
5984,1
6800,1
3904,0
4224,1
7291,0
6452,1
5632,0
5389,1
10179,1
0,0
8685,1
1103,1
4323,1
6667,0
6183,1
9938,1
740,0
8354,1
5439,0
8769,1
8835,1
589,0
3605,0
9118,1
8509,1
5198,1
1619,0
1755,0
5244,0
2399,0
2795,0
3882,0
8222,1
7079,0
10612,1
4626,0
5580,0
7814,1
2721,0
571,1
3275,0
1436,0
4144,1
3339,0
456,0
3364,0
6591,1
10085,1
325,1
3752,0
8793,1
6599,1
7898,1
8151,1
1513,0
1907,0
3543,0
8442,0
7854,1
9729,1
6251,1
1348,1
8666,1
1482,0
9143,1
9707,1
237,1
1242,1
7400,0
5200,1
9440,1
1882,0
3282,0
942,1
7230,0
1186,0
1161,1
2157,0
5919,1
10432,1
9717,1
2786,0
6239,1
4069,1
4524,0
4350,1
9209,1
4739,1
8600,1
3212,0
5995,1
7975,1
4059,1
8003,1
7128,0
3263,0
478,0
8328,1
5068,0
6894,0
9921,1
10602,1
7481,0
3949,0
9931,1
1780,0
7801,0
7665,0
5933,0
6110,1
1553,0
3707,0
3680,0
9324,1
7106,0
1653,1
6681,0
1485,1
9788,0
5237,0
9530,1
1711,0
6593,1
2357,0
2377,0
218,1
10577,1
3430,0
10628,1
7250,0
3743,0
9395,1
6983,0
602,0
616,0
2970,0
10498,1
1671,0
4972,0
8625,1
3969,0
3274,0
637,0
4484,0
1105,1
1838,0
1308,0
3721,0
6250,1
4721,0
1953,0
5500,0
6503,0
2239,0
3993,0
5875,1
7183,0
10068,1
800,1
1944,0
6611,1
2159,0
223,1
6045,1
6901,0
1458,1
585,0
5096,0
4593,0
8967,1
690,0
4422,1
4538,0
2219,0
3611,0
932,0
4306,1
355,0
3742,0
1580,1
7754,0
9170,1
814,0
1523,0
1736,0
10260,1
7573,0
6587,1
5539,0
5026,0
407,1
203,0
8832,1
8339,1
8390,1
4380,1
4698,0
246,0
10115,1
8473,1
5185,0
2267,0
2563,0
1120,1
9074,1
1203,1
1817,0
3727,0
7097,0
10334,1
4493,0
7547,0
4952,1
904,0
1668,1
3944,0
5707,1
7463,1
9876,1
1407,0
5270,1
42,1
5067,0
1307,0
9777,0
4942,0
9804,0
5570,0
4051,1
1139,0
512,0
61,1
6042,0
6079,1
9005,1
6649,0
87,1
1142,0
3418,0
8605,1
834,1
292,1
8575,1
6382,1
6390,1
10043,1
6537,1
956,0
113,1
610,0
2615,0
4197,1
2998,0
8706,1
5840,1
2821,0
2369,0
2237,0
2941,0
10104,1
9423,1
4709,0
9960,1
6578,1
4455,1
5277,1
8810,1
10138,1
8058,1
2935,0
6410,1
8345,1
5520,0
8825,1
2619,0
80,1
4799,1
1784,0
8202,1
6076,1
7805,0
6274,1
3093,0
8362,1
8710,1
7901,1
6940,0
3654,0
3370,0
996,1
8113,1
6542,1
1382,1
5647,1
9776,0
718,0
10027,1
10319,1
1078,1
4773,0
4468,1
5475,1
3352,0
5689,1
2811,0
8302,1
8595,1
8021,1
4060,1
9318,1
6211,1
101,1
6505,0
108,1
7536,0
7502,0
2498,0
6396,1
4520,1
5140,0
933,1
2932,0
3804,0
9584,1
6279,1
9422,1
1380,1
2818,0
6829,0
8582,1
626,0
9554,1
7826,1
3308,0
4288,1
5321,1
631,0
5638,0
6273,1
477,0
5924,1
1330,1
4440,1
5715,1
7209,0
4364,1
8402,0
5453,0
4825,1
6295,1
2544,0
8592,1
581,0
2826,0
8608,1
3173,0
8085,1
9782,0
9549,1
10345,1
6844,0
6539,1
8267,1
2271,0
4843,0
3701,0
7271,0
4996,0
3068,0
7397,1
3434,0
2968,0
6721,0
9973,1
10581,1
6417,0
5381,1
9842,1
5841,1
1091,1
6623,1
2570,0
6415,0
10438,1
346,0
2855,0
8826,1
10454,1
8125,1
6974,0
7266,1
3521,0
7575,0
6996,0
185,1
10407,1
6309,1
6338,1
2467,0
10604,1
6065,1
2605,0
411,0
3549,0
7133,0
8032,1
5616,0
2304,0
4998,1
8192,1
6218,1
4148,1
10278,1
3607,0
9704,1
5293,1
836,0
230,0
2899,0
6725,0
6733,0
2720,0
7698,0
7284,0
2425,0
856,1
2435,0
9685,1
4363,1
180,1
612,1
7612,0
5091,0
8766,1
3279,0
5268,1
6875,0
10177,1
7589,0
6822,0
6531,1
10574,1
2205,0
1360,1
4644,1
7135,0
4443,1
8352,1
4334,1
6243,1
8553,1
9706,1
5648,1
2383,0
7034,0
4515,1
1006,0
1735,0
2667,0
192,0
1333,1
10253,1
9660,1
5795,1
8892,1
6205,1
386,1
4711,0
9547,1
169,1
2381,0
9096,1
9543,1
9047,1
4444,0
2135,0
6350,1
82,1
9300,1
4000,1
4573,0
8094,1
7274,0
3986,0
8441,1
6036,1
1557,0
1489,1
3802,0
9833,1
10226,1
2864,0
1725,0
2678,0
4728,1
9190,1
9541,1
6387,1
7169,0
8760,1
9545,1
4078,1
2066,0
926,0
10607,1
8585,1
6333,0
5856,1
3444,0
5624,0
3077,0
3085,0
2753,0
7942,1
928,0
8722,1
7889,1
4874,0
160,0
1229,1
4737,1
1976,0
5869,0
7555,0
10554,1
3227,0
1791,0
4086,1
5788,1
8090,1
25,0
842,1
992,1
8527,1
3600,0
8133,1
3816,0
3907,0
2627,0
1665,1
4670,1
880,1
7651,1
1623,0
4385,1
1999,0
7982,1
5418,1
10210,1
8467,1
2660,0
1069,1
2158,0
8776,1
76,1
965,0
1192,0
7988,1
8416,1
3498,0
10048,1
8535,1
10515,1
533,1
7900,1
5139,0
5273,1
1528,1
8558,1
5884,1
7140,0
4741,0
10079,1
6424,1
3080,0
1731,0
3386,0
6369,1
6923,0
6404,1
6292,1
2571,0
5698,1
7668,0
7294,0
6500,1
6257,1
1071,1
1856,0
8798,1
53,1
8205,1
3619,0
10127,1
5061,0
1514,0
12,1
5846,1
10250,1
1396,0
4738,1
4812,1
2840,0
8175,1
3936,0
7493,0
6936,1
2212,0
8962,1
6626,0
10444,1
6285,1
5486,1
7552,0
2235,0
2439,0
5643,0
1137,0
1048,1
3487,0
10381,1
64,1
6207,1
1764,0
6358,1
128,1
10206,1
4136,1
1495,1
7527,0
3426,0
5413,1
6172,1
2800,0
10062,1
4755,0
8227,0
227,0
10623,1
2945,0
2507,0
2644,0
4997,1
103,1
7393,0
6362,1
10459,1
799,0
3564,0
8188,1
8148,1
9737,0
6812,0
9724,1
5100,1
6430,1
5337,1
3052,0
5190,1
1453,0
9181,1
707,0
5833,1
5245,0
6097,0
6339,1
480,0
722,1
824,0
10044,1
3124,0
6128,1
6403,1
2697,0
678,1
1292,0
7775,0
253,1
9226,1
3987,0
9838,1
1842,0
4170,1
9809,1
7219,0
1310,0
7816,1
2014,0
8000,1
2231,0
8174,1
7315,0
4441,0
9317,1
3906,0
5227,1
967,0
8857,1
3686,0
7939,1
6892,0
2963,0
8645,1
7553,0
1689,0
3971,0
9720,1
5663,1
6876,0
5602,0
3363,0
1119,1
8668,1
2794,0
9249,1
6701,0
1833,0
1399,0
7146,0
4384,1
8845,1
4235,1
6361,1
8928,1
10365,1
2214,0
816,0
5174,1
408,0
9808,1
4412,1
2854,0
5201,1
6622,0
6734,0
8201,1
3810,0
9990,1
2003,0
6035,1
9456,1
7586,0
6673,0
5963,1
5888,0
6550,1
6303,1
701,1
5758,1
7713,0
3567,0
988,1
133,1
6455,0
5958,1
8800,1
6383,1
5779,1
3210,0
9127,1
441,0
10495,1
5983,1
6244,1
6431,1
7009,0
5704,1
3236,0
10596,1
757,0
1530,1
10156,1
5505,0
8108,1
6028,1
5991,1
3070,0
4293,1
10540,1
4090,1
1365,1
7638,0
206,1
16,1
3205,0
211,1
906,0
2301,0
8903,1
1911,0
6527,1
3204,0
9240,1
1440,1
9936,1
4630,0
8132,1
1134,0
2138,0
2979,1
5522,0
3502,0
5128,1
3057,0
2311,0
6533,1
1124,1
390,0
5928,0
1684,0
10530,1
2127,0
1010,0
663,0
6107,0
7602,0
313,1
1243,1
9064,1
3581,0
3746,0
9257,1
2506,0
897,0
4991,0
6366,1
9396,1
6613,1
2461,0
2579,0
8822,1
1371,1
6405,1
7745,0
6809,1
2464,0
2283,0
8282,1
4264,1
9167,1
1364,1
10258,1
8300,1
8314,1
716,0
7398,0
2959,0
5492,0
777,1
7703,0
7701,0
1295,0
429,0
5311,1
10076,1
7600,0
9244,1
672,1
1806,0
2737,0
1388,1
5807,0
4108,1
9463,1
6987,1
4297,1
2244,0
962,0
7546,0
7513,0
9390,1
3996,1
9151,1
6499,1
10112,1
8298,1
272,1
3171,0
9599,1
7275,0
1016,0
7581,0
9399,1
9789,1
1727,0
3855,0
2111,0
2985,0
7585,0
8347,1
9413,1
1444,1
3809,0
4054,1
8448,1
2749,0
5615,0
244,1
7484,0
3785,0
4543,1
840,1
326,0
8590,1
2828,0
3808,0
5400,0
2790,0
7626,0
7483,0
3038,0
5837,1
3116,0
4933,1
1542,1
8023,1
7232,0
1946,0
7041,0
7118,0
5002,0
4736,1
3918,0
4088,1
6401,1
9567,1
1795,0
4001,1
3868,0
2911,0
10523,1
1430,0
9874,1
9974,0
4102,1
6690,0
2473,0
10578,1
6111,1
3794,0
129,1
3471,0
8752,0
10255,1
483,0
2539,0
638,0
3646,0
6948,0
4994,0
8656,1
10106,1
8257,1
3722,0
7860,1
1745,0
5855,1
5617,1
8341,1
6922,1
51,1
3215,0
4147,1
5005,1
2252,0
1057,1
3201,0
7321,0
1257,1
428,1
1064,1
2408,0
10377,1
6558,1
8225,1
8196,1
7642,0
4283,1
6631,0
4727,1
10595,1
3366,0
693,0
262,0
7695,0
4975,0
3805,0
9525,1
7655,0
9328,1
5011,0
5765,1
4609,0
2508,0
1469,0
3072,0
9086,1
9489,1
10,1
7276,0
2084,0
492,0
7604,0
8799,1
10052,1
2354,0
10016,1
7184,0
10468,1
3901,0
8574,1
756,0
9827,1
7857,1
8754,0
5597,0
608,0
6782,0
10111,1
4562,0
4687,1
2080,0
6018,1
4810,0
9754,1
8248,1
7124,0
4673,1
10462,1
3103,0
5213,0
3636,0
9397,1
6745,0
7660,0
3048,0
8583,1
9183,1
809,0
4474,0
4532,1
9381,1
7403,0
4649,0
2943,0
4485,0
10107,1
2708,0
9959,1
7663,0
1287,0
9702,1
2004,0
7714,0
963,0
8219,1
3292,0
9042,1
5834,1
5416,0
2511,0
6895,1
9843,1
4254,1
9849,1
3642,0
6070,1
9744,1
876,0
4240,1
6708,0
9150,1
3518,0
519,0
472,0
2889,0
7443,1
7983,1
7598,0
334,0
6881,0
3978,0
2044,0
1219,1
10277,1
736,1
2077,0
8741,1
5951,1
6545,1
4154,1
5178,1
567,0
7568,0
3932,0
2393,0
9289,1
759,1
8736,1
7587,0
9970,1
8878,1
8562,1
2297,0
9460,1
644,0
8586,1
342,1
5927,1
5385,0
4977,1
5366,1
909,0
8997,1
10401,1
662,1
7872,1
7596,0
2825,0
4805,1
4093,1
295,1
9816,1
8160,0
4607,0
1439,1
3176,0
7790,0
8728,1
4173,1
9023,1
1230,1
10533,1
959,0
9378,1
10369,1
8896,1
4701,1
2645,0
9353,1
1954,0
7108,0
1658,1
4919,1
8790,1
10591,1
5432,0
9589,1
7130,0
5404,0
2757,0
1149,0
3029,0
9175,1
3249,0
6108,1
7793,0
9672,1
2476,0
2137,0
4065,1
2633,0
9929,1
8746,1
463,0
1012,0
3473,0
7672,0
1409,1
1797,0
6899,0
3700,0
1572,1
5078,0
10023,1
7007,0
2517,0
7907,1
6868,0
5918,1
2270,0
3848,0
4892,1
3505,0
2601,0
1189,0
1122,1
656,0
1799,0
6644,0
10262,1
5216,1
10204,1
5631,0
7210,0
8171,1
298,1
7022,0
5868,0
97,1
4354,1
4476,1
9139,1
7519,0
3712,0
5645,0
7791,0
6640,0
3137,0
1324,0
9177,1
9611,1
10269,1
4541,1
5397,1
6843,0
6797,0
4724,0
384,1
8265,1
8855,1
820,1
4268,1
8340,1
7065,0
2715,0
3098,0
4106,1
8913,1
7384,0
9636,1
2351,0
7107,0
3994,0
2494,0
8868,1
730,0
6900,0
7716,0
3443,0
1816,0
5801,1
1522,0
4679,0
695,1
7895,1
1984,0
8084,1
625,0
8417,1
561,0
9650,0
177,1
1746,0
1077,1
3454,0
433,0
8247,1
9125,1
353,0
2327,0
8778,1
6126,1
4239,1
9357,1
3230,0
3593,0
8713,1
943,1
123,1
5684,1
4125,1
1323,1
795,0
3587,0
10629,1
5936,0
4482,1
4434,0
6569,1
460,0
3653,0
8620,1
8640,1
9351,1
5462,1
8253,1
7994,1
5664,1
8787,1
7163,0
8842,1
7708,0
8246,1
5625,0
5480,0
4015,1
9343,1
3556,0
5798,1
1792,0
1674,0
2440,0
1841,0
7645,1
6882,0
5033,0
8792,1
5306,1
6787,0
891,0
9513,1
8459,1
4706,1
1537,1
4590,1
564,1
7428,0
4116,1
7088,0
4866,0
5783,1
7979,1
5181,0
2690,0
2234,0
5699,1
10505,1
4841,0
5192,1
1354,1
2542,0
2608,0
473,0
1484,0
6064,1
5852,1
4654,1
9033,1
2103,0
7260,0
7886,1
9414,1
7976,1
6365,1
8154,1
7455,0
8481,1
5466,0
9053,1
4708,0
2222,0
5053,1
9164,1
6656,0
10128,1
7874,1
10431,1
7072,0
1756,0
9243,1
8712,1
7715,0
3562,0
2412,0
320,1
2905,0
9302,1
9021,1
8415,1
69,1
1467,0
5911,1
3338,0
7825,1
6414,0
5431,1
3845,0
4134,1
8565,1
447,0
8919,1
6031,1
4166,1
3096,0
8097,1
8956,1
5166,0
9193,1
439,0
10470,1
937,1
7838,1
252,1
318,1
10122,1
3286,0
7561,0
734,1
4877,0
1923,0
10478,1
8346,1
9519,1
9908,1
8950,1
314,1
9828,1
4383,1
5339,1
3398,0
2487,0
2363,0
7697,0
2406,0
7487,0
6421,0
5734,1
5114,0
2858,0
6326,0
5646,0
7418,1
6071,1
10332,1
2762,0
4504,0
7649,0
4784,0
8025,1
7597,0
7974,1
2913,0
6775,1
7742,0
10373,1
8018,1
4311,1
7411,0
3040,0
3754,0
4342,1
2061,0
10116,1
6860,0
8443,0
5335,1
10625,1
6324,1
636,0
7777,0
6514,1
9044,1
8491,1
9764,1
4291,1
8099,1
3524,0
4355,1
2179,0
2392,0
1547,1
8649,1
4498,1
1723,0
5357,1
8161,1
8944,1
6136,1
9292,1
696,1
8080,1
5550,0
8101,1
6815,0
868,0
9571,0
2245,0
254,1
5120,0
3374,0
6278,1
5102,1
5690,1
5718,1
1947,0
2960,0
3466,0
3899,0
3580,0
327,0
7512,0
4544,1
7998,1
4522,0
7778,0
119,1
2541,0
4904,1
7503,0
6698,0
3750,0
6392,1
5964,0
10481,1
7688,0
9580,1
3947,0
7869,1
5988,1
455,0
3404,0
6592,1
3875,0
3156,0
6864,0
604,0
10294,1
4278,1
78,1
5276,1
5910,1
427,0
10419,1
3844,0
9412,1
1277,1
2314,0
8675,1
5601,0
8482,1
7572,0
6826,0
1085,1
9572,1
224,1
8508,0
6692,1
9268,1
3287,0
3967,0
2328,0
10237,1
2997,0
10100,1
7281,0
4988,0
10095,1
9011,1
10290,1
5317,1
1014,1
8433,1
9632,1
6225,1
8554,1
9446,1
6144,1
7783,0
3021,0
2519,0
655,0
9601,1
9030,1
8556,1
10198,1
7134,0
6849,0
10451,1
5945,1
10067,1
306,1
7795,0
3529,0
2758,0
2869,0
1955,0
4280,1
1985,0
8988,1
4922,1
3664,0
10416,1
2342,0
2096,0
7906,1
389,1
7468,0
855,1
3706,0
5825,1
7691,0
7261,0
8351,1
9678,1
7576,0
1272,1
4767,1
8547,1
1479,1
2603,0
2902,0
9298,1
5897,1
1747,0
2024,0
9242,1
2385,0
9246,1
1108,1
3113,0
5590,1
8126,1
8837,1
2799,0
3596,0
4807,0
2236,0
8901,1
6938,0
6869,0
3309,0
7054,0
2578,0
10566,1
9830,1
9406,1
6012,1
2471,0
10246,1
10428,1
7341,1
62,1
6052,1
7486,0
8545,1
3111,0
135,1
2765,0
2706,0
8428,1
9606,1
10443,1
2495,0
4439,1
2265,0
3414,0
7630,0
4694,0
9198,1
8569,1
8116,1
5860,0
5260,0
4985,0
779,1
5691,1
4940,0
5524,0
6386,1
9619,1
6360,1
702,0
7198,0
8899,1
6684,0
5592,1
9528,1
3148,0
7381,1
8186,1
775,1
6546,1
8737,1
515,0
5212,0
1491,1
3965,0
752,1
10034,1
3558,0
4365,1
5728,1
7147,0
8056,1
8365,1
8772,1
248,1
1766,0
7235,0
6217,1
7188,0
10439,1
2650,0
5568,0
5295,1
9939,1
4457,1
2052,0
8450,1
2955,0
6282,1
9288,1
9341,1
1040,0
5240,1
3981,0
3224,0
8844,1
10083,1
4206,1
893,0
737,1
7709,0
9055,1
3228,0
3122,0
9906,1
2695,0
3371,0
8898,1
5368,1
7978,1
4246,1
5131,1
4703,1
7303,0
8914,1
7340,1
2722,0
7299,0
348,0
7686,0
501,0
4437,0
6356,1
10413,1
627,0
9325,1
6887,0
4639,1
8330,1
1864,0
10058,1
9230,1
1054,0
5387,0
4190,1
4797,0
2247,0
1581,1
10386,1
1975,0
9766,1
9056,1
10162,0
7069,0
5298,0
9058,1
4908,1
1918,0
6933,0
4801,0
4497,0
9187,1
4978,1
9389,1
3025,0
3749,0
1744,0
6502,1
8111,1
7999,1
2452,0
5849,1
6672,0
1009,0
1061,1
6759,0
7059,0
739,0
7916,1
2280,0
5959,1
7681,0
7679,0
2812,0
8007,1
2810,0
5735,1
7653,1
9025,1
4418,1
481,0
3322,0
337,0
2954,0
6228,1
3825,0
5777,1
6661,1
4657,1
882,1
874,0
2132,0
3065,0
4627,0
102,1
6744,0
1392,0
2951,0
7987,1
10080,1
10093,1
8594,1
7033,0
8376,1
6290,1
6839,0
6485,0
1394,0
8463,1
9665,1
8850,1
7640,0
8801,1
5498,0
10229,1
825,0
6443,1
9307,1
6764,0
5547,0
5726,1
7444,0
1788,0
6171,1
805,1
148,0
6568,1
10233,1
8646,1
10063,1
6095,0
9365,1
731,1
3972,0
2738,0
4519,1
7611,0
3305,0
7521,0
1959,0
2203,0
6493,1
2022,0
6019,1
3327,0
486,0
7966,1
4523,1
4087,1
1457,1
124,1
9889,1
8035,1
3874,0
2904,0
5261,0
6722,0
8371,1
8981,1
5169,1
3544,0
8607,1
9131,1
5388,0
2624,0
7924,1
7661,1
6980,0
2966,0
8238,1
10086,1
1208,1
6495,1
5635,0
9550,1
5636,0
194,0
8150,1
10448,1
7258,0
1697,0
8631,1
4559,1
6080,1
4494,1
1932,0
2093,0
5476,0
2896,0
4080,1
9691,1
400,1
2,1
3639,0
3791,0
6293,1
6645,0
6116,0
7449,0
3620,0
2514,0
4387,1
1657,1
3510,0
9582,1
6825,0
9032,1
4664,0
2259,0
2302,0
4372,1
6032,1
5150,1
9681,1
3267,0
1630,1
3288,0
9176,1
5714,1
5239,0
9158,1
6956,0
2416,0
3786,0
7511,0
2916,0
4273,1
6272,0
7159,0
1231,1
7306,0
9425,1
10025,1
5021,1
2999,0
9029,1
5041,1
9907,1
4329,1
1701,0
915,1
6163,1
9137,1
4704,0
5786,1
5459,1
715,0
4260,1
6145,1
514,0
4678,0
3645,0
5710,1
6407,1
8252,1
1805,0
2081,0
7196,0
3423,0
5944,1
9089,1
7591,0
558,1
8609,1
10188,1
5168,1
5422,1
6904,0
9459,1
6400,1
7647,0
599,0
4463,1
9992,1
5320,1
4675,1
5299,1
10009,1
4939,1
4231,1
4432,0
2675,0
5937,0
3780,0
3887,0
7659,0
5251,0
2118,0
10001,1
7345,0
4312,1
5541,0
3188,0
9947,1
8464,1
2299,0
2458,0
10006,1
2431,0
6564,1
4730,1
3213,0
3360,0
3365,0
2364,0
9061,1
9488,1
5154,0
3149,0
5165,0
197,1
1188,0
4217,1
1434,1
5906,1
9034,1
7933,1
6048,1
5249,1
5822,0
9841,1
1462,1
3537,0
2020,0
6874,0
4314,1
5092,0
2196,0
9067,1
10504,1
1575,1
10447,1
3559,0
534,0
5263,1
204,0
3419,0
5301,0
3012,0
1115,1
2040,0
9523,1
3464,0
6113,1
6237,1
4637,0
8406,1
10445,1
5236,0
2073,0
5304,1
7858,1
3244,0
3451,0
4462,0
315,1
2362,0
4766,1
8153,1
10545,1
74,1
1892,0
1834,0
8324,1
6791,0
6919,1
5383,0
2626,0
10383,1
3053,0
1415,1
9280,1
8144,1
643,0
10155,1
3220,0
8926,1
137,1
5354,1
8739,1
2421,0
6488,0
10599,1
767,0
6525,1
3601,0
5709,1
4481,1
9104,1
1710,0
2903,0
2681,0
6863,0
6258,1
10441,1
2085,0
4962,1
8748,1
2043,0
2727,0
4669,0
9642,0
4731,1
6695,0
6375,1
5098,0
5922,1
8745,1
6575,1
6275,0
8299,1
520,0
10320,1
1693,0
10487,1
2591,0
3260,0
2612,0
7290,0
6927,0
8103,1
6758,0
2210,0
8325,1
1117,1
4763,0
984,0
10412,1
8176,1
2982,0
9335,1
3591,0
1021,0
9568,1
4210,1
2149,0
66,1
10528,1
2873,0
9711,0
6507,1
3609,0
9728,0
3265,0
10317,1
4876,0
9696,1
682,0
4696,1
5285,1
1447,1
8525,1
10509,1
4844,1
8711,1
6765,0
2360,0
5083,0
6007,0
3941,1
2224,0
1729,0
5029,1
6528,1
7105,0
8915,1
8198,1
9942,1
1870,0
3812,0
920,1
8370,1
6357,1
10570,1
952,0
554,1
4798,0
4477,0
9136,0
9734,1
7438,1
10075,1
2574,0
7051,0
1748,0
96,1
7431,0
7823,1
9419,1
667,0
9703,1
5835,1
7504,0
2704,0
8897,1
8076,1
8059,1
7388,0
8980,1
2374,0
10171,1
3026,0
6807,1
6162,1
6240,1
661,1
3313,0
7185,1
6641,0
5817,1
6106,1
2662,0
5987,1
1326,0
1036,0
10616,1
889,0
6450,1
2522,0
6165,0
4699,0
1259,1
6458,0
9651,1
6093,0
4623,0
1232,1
3383,0
607,0
8862,1
2631,0
2831,0
664,0
4757,0
9006,1
5678,1
3999,1
4349,1
9980,1
9967,1
4205,1
6600,1
5560,0
8251,1
8979,1
7499,0
284,0
6127,1
2572,0
8043,1
9003,1
7077,1
6426,1
1056,0
3198,0
10004,1
1038,0
9741,1
4821,1
9560,1
2051,0
975,0
10185,1
1629,1
6340,1
4911,1
8263,1
4855,1
9101,1
1179,1
6819,0
5675,1
159,0
10429,1
4353,1
4021,1
2714,0
1296,0
1143,0
2886,0
4749,0
5878,1
6459,1
8847,1
10430,1
5307,1
9794,1
8831,1
728,0
1922,0
8024,1
773,1
10275,1
9591,1
5949,1
3823,0
8968,1
9613,1
8998,1
1982,0
9098,1
5751,1
7995,0
9851,1
2789,0
6014,1
9097,1
8947,1
3883,0
6334,1
9760,1
8401,0
5414,1
4157,1
1732,0
1740,0
8068,1
10252,1
9057,1
5744,1
6608,1
2177,0
4139,1
1258,1
2071,0
10590,1
2995,0
3511,0
7808,1
8856,1
1290,0
7539,0
5896,1
9614,1
6304,1
4169,1
7556,0
2493,0
7365,0
6653,0
7389,0
8756,1
10287,1
7063,1
2107,0
3768,0
9679,1
2180,0
3455,0
1241,1
7533,0
1187,0
10203,1
6306,1
6561,1
5784,1
2411,0
1910,0
10497,1
8721,1
2871,0
3447,0
10209,1
9162,1
9780,0
5488,1
9469,1
3866,0
4856,1
1851,0
7314,0
9447,1
8162,1
1676,0
9494,1
2884,0
5877,1
10158,1
4818,1
2529,0
2475,0
1405,0
3182,0
2195,0
378,0
1075,1
4394,1
1373,1
6614,1
1773,0
1785,0
1515,0
6137,1
3086,0
3762,0
6668,0
4770,0
10483,1
8911,1
10216,1
41,1
3417,0
2053,0
833,0
3076,0
9607,1
3243,0
2939,0
10382,1
632,0
9495,1
9490,1
3225,0
6191,1
8009,1
291,1
5996,1
6352,1
9276,1
2852,0
6198,1
7131,0
10342,1
9556,1
3304,0
10466,1
9360,1
6068,1
5147,0
1471,1
545,1
6675,0
4450,1
2221,0
3528,0
4840,0
9202,1
3135,0
4506,1
2310,0
6355,1
1088,1
8008,1
10503,1
781,1
3299,0
1661,1
10600,1
1510,0
2086,0
336,0
5241,1
1013,1
9597,1
3395,0
6100,1
3194,0
5543,0
4347,1
4980,0
1289,1
2532,0
5838,0
7113,0
2550,0
9693,1
471,0
7200,0
8278,1
2482,0
10626,1
7416,0
1555,0
1763,0
7025,0
2131,0
4227,1
5845,1
7915,1
1820,0
9573,1
5088,0
4893,1
5471,0
2664,0
5697,1
8320,1
960,0
8311,1
117,1
1215,1
4815,1
9957,1
2823,0
6312,1
1951,0
6941,0
10471,1
4279,1
7100,0
4194,1
8478,1
5844,1
6939,0
4533,0
1908,0
5551,0
6915,1
9452,1
3413,0
8602,1
130,1
674,0
1283,0
10571,1
3920,0
6918,0
1902,0
7010,0
2888,0
5534,1
858,1
2101,0
7187,1
8124,1
7075,0
6726,0
229,0
2459,0
6652,0
4452,0
9628,1
7132,0
2566,0
4161,1
454,0
5203,1
2142,0
4228,1
4098,1
3493,0
6946,0
7312,0
7057,0
1569,1
9884,1
8906,1
10222,1
2163,0
4599,0
9141,1
5465,0
4889,0
8707,1
1008,0
4052,1
2228,0
7239,0
10211,1
7848,1
9653,1
8181,1
7439,1
10145,1
10476,1
4556,1
8809,1
260,1
7636,0
3061,0
5700,1
4888,0
8041,1
416,0
6650,0
5363,0
8584,1
10061,1
2587,0
340,1
2780,0
379,1
10557,1
4653,1
6374,0
8725,1
6073,0
6651,0
9914,1
4233,1
8440,1
114,1
5461,1
8326,1
6786,0
2371,0
955,0
3775,0
6302,1
444,0
5630,0
1751,0
323,1
3153,0
3945,0
5394,0
3336,0
4851,1
7148,0
5812,1
10514,1
2651,0
7726,0
8795,1
4695,1
1098,1
198,1
815,0
3373,0
9677,1
3878,0
8765,1
4666,1
10168,1
3781,0
4503,1
4180,1
10396,1
7579,0
7945,1
3415,0
3560,0
4795,1
5894,0
4416,1
4150,1
10501,1
2176,0
2497,0
4067,1
6051,1
10516,1
9100,1
8106,1
8321,1
5504,0
9859,1
8578,1
3635,0
10166,1
2109,0
8435,1
4430,0
6853,0
10472,1
5448,0
7272,0
2527,0
